transaction_id,client_id,account_id,amount,currency,transaction_ts
9198827,701033,9279288,-3916.67,USD,2026-12-12T00:00:00
1588012,683075,7409534,2301.64,USD,2026-12-12T00:00:00
8081676,479851,5678198,3210.66,CAD,2026-12-12T00:00:00
3619691,744270,4025575,-3822.18,CAD,2026-12-12T00:00:00
4943516,146274,9102847,324.02,CAD,2026-12-12T00:00:00
3236361,458552,8989815,-2058.06,CAD,2026-12-12T00:00:00
7952587,761172,6679526,2817.36,USD,2026-12-12T00:00:00
3184828,285006,1349972,-742.45,CAD,2026-12-12T00:00:00
9888533,522654,6854107,-2989.73,CAD,2026-12-12T00:00:00
3342075,777103,2028948,-2957.67,USD,2026-12-12T00:00:00
3104083,217687,7146406,293.67,CAD,2026-12-12T00:00:00
4930189,844564,9924680,-4.11,USD,2026-12-12T00:00:00
3969171,102390,9683307,1081.87,USD,2026-12-12T00:00:00
1578864,175512,9651288,-3799.49,USD,2026-12-12T00:00:00
1102379,780894,6850328,4978.01,CAD,2026-12-12T00:00:00
9110647,837965,9748210,-2577.9,CAD,2026-12-12T00:00:00
6703167,713654,5980188,-194.44,CAD,2026-12-12T00:00:00
8620171,488867,8332027,-840.89,USD,2026-12-12T00:00:00
3736791,323660,9278623,-4730.7,CAD,2026-12-12T00:00:00
5657031,863005,7958466,1513.82,USD,2026-12-12T00:00:00
4697546,844856,6834119,4643.81,USD,2026-12-12T00:00:00
5334456,608840,7448516,3619.9,USD,2026-12-12T00:00:00
6452602,947232,9017054,-4672.12,USD,2026-12-12T00:00:00
5536047,355396,3730220,2704.44,CAD,2026-12-12T00:00:00
3791390,418478,9407778,2424.47,USD,2026-12-12T00:00:00
1319353,602064,2200751,4779.72,CAD,2026-12-12T00:00:00
1972047,329213,6932552,2890.49,USD,2026-12-12T00:00:00
9381186,527683,8801485,923.18,CAD,2026-12-12T00:00:00
2115682,650476,4039314,-1146.48,CAD,2026-12-12T00:00:00
4684186,730948,1544180,4319.39,CAD,2026-12-12T00:00:00
6822860,134846,5193292,4648.58,USD,2026-12-12T00:00:00
3976568,794725,6623029,4465.69,CAD,2026-12-12T00:00:00
7886554,364601,7786748,1087.78,USD,2026-12-12T00:00:00
8266464,985770,1562146,-943.63,CAD,2026-12-12T00:00:00
4782566,766884,9364283,489.87,USD,2026-12-12T00:00:00
9039061,449418,8646257,1470.8,CAD,2026-12-12T00:00:00
5882694,473110,9352813,-4956.54,CAD,2026-12-12T00:00:00
5764623,927481,9348129,-4394.93,CAD,2026-12-12T00:00:00
8354711,584713,8654921,1718.35,CAD,2026-12-12T00:00:00
3913571,339236,5109954,-243.12,CAD,2026-12-12T00:00:00
3923267,581329,3876628,4066.92,CAD,2026-12-12T00:00:00
5903793,487145,7590733,3783.87,CAD,2026-12-12T00:00:00
3018847,210523,4033487,-4379.89,USD,2026-12-12T00:00:00
9380233,213611,6176323,3134.13,USD,2026-12-12T00:00:00
8927051,884203,9079559,-1601.99,CAD,2026-12-12T00:00:00
7788487,430524,1919940,-3199.22,USD,2026-12-12T00:00:00
7247692,446124,3488932,1163.81,CAD,2026-12-12T00:00:00
5864183,292674,2986895,2433.74,CAD,2026-12-12T00:00:00
5689744,362576,8552298,3220.65,CAD,2026-12-12T00:00:00
9896241,817359,9411598,1846.45,USD,2026-12-12T00:00:00
2435384,154979,1207290,-841.43,USD,2026-12-12T00:00:00
1501958,739600,8329687,4410.18,USD,2026-12-12T00:00:00
3955974,607489,3215019,-2779.68,USD,2026-12-12T00:00:00
5908221,258287,8510356,2618.35,USD,2026-12-12T00:00:00
9006720,837245,6521715,-4899.11,CAD,2026-12-12T00:00:00
9451987,844982,8930752,259.45,USD,2026-12-12T00:00:00
7357983,277628,2071561,-768.09,USD,2026-12-12T00:00:00
5977438,160287,9158397,-1512.45,CAD,2026-12-12T00:00:00
3817847,108513,2927651,-2204.26,USD,2026-12-12T00:00:00
1036811,909145,8967819,-1256.58,CAD,2026-12-12T00:00:00
2316625,742332,1120296,-4135.98,CAD,2026-12-12T00:00:00
6873954,547868,5882829,-701.12,CAD,2026-12-12T00:00:00
7518801,428939,2671340,4161.75,CAD,2026-12-12T00:00:00
4432713,816912,6332179,-2698.75,CAD,2026-12-12T00:00:00
7258816,244130,6235644,2084.5,USD,2026-12-12T00:00:00
5797863,412470,8838369,-1931.03,CAD,2026-12-12T00:00:00
1885159,253216,9886341,-2765.31,CAD,2026-12-12T00:00:00
8600178,783142,8532898,1725.87,USD,2026-12-12T00:00:00
9480612,640652,4424563,3778.82,CAD,2026-12-12T00:00:00
4262953,981331,9692235,-903.43,USD,2026-12-12T00:00:00
2960044,489492,3919123,-320.26,USD,2026-12-12T00:00:00
